Code,Name,Year,Month,Day,Rate 1 (For USD),Rate 2 (For SOM)
CHF       ,Switzerland Francs            ,2021,9,27,0.925,0.010908019
CND       ,CANADIAN DOLLAR               ,2021,9,27,1.2655,0.014923349
CND       ,Canadian Dollars              ,2021,9,27,1.2655,0.014923349
EU        ,EURO                          ,2021,9,27,0.8532,0.010061321
GBP       ,BRITISH POUND                 ,2021,9,27,0.7316,0.008627358
KZT       ,KAZAKHSTAN TENGE              ,2021,9,27,425.52,5.017924528
RR        ,RUSSIAN RUBLES                ,2021,9,27,72.757,0.857983491
RR        ,RUSSIAN RUBLES                ,2021,9,26,72.659,0.85682783
USD       ,UNITED STATES DOLLAR          ,2021,9,26,1,0.011792453
USD       ,United States Dollars         ,2021,9,26,1,0.011792453
KZT       ,KAZAKHSTAN TENGE              ,2021,9,26,425.54,5.018160377
SOM       ,KYRGYZ SOM                    ,2021,9,26,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,26,84.8,1
EU        ,EURO                          ,2021,9,26,0.8533,0.0100625
CND       ,CANADIAN DOLLAR               ,2021,9,26,1.2652,0.014919811
CND       ,Canadian Dollars              ,2021,9,26,1.2652,0.014919811
GBP       ,BRITISH POUND                 ,2021,9,26,0.7307,0.008616745
AUD       ,Australia Dollars             ,2021,9,26,1.3771,0.016239387
CHF       ,Switzerland Francs            ,2021,9,26,0.9235,0.01089033
CND       ,CANADIAN DOLLAR               ,2021,9,26,1.2652,0.014919811
CND       ,Canadian Dollars              ,2021,9,26,1.2652,0.014919811
EU        ,EURO                          ,2021,9,26,0.8533,0.0100625
GBP       ,BRITISH POUND                 ,2021,9,26,0.7307,0.008616745
KZT       ,KAZAKHSTAN TENGE              ,2021,9,26,425.54,5.018160377
RR        ,RUSSIAN RUBLES                ,2021,9,26,72.659,0.85682783
AUD       ,Australia Dollars             ,2021,9,26,1.3771,0.016239387
CHF       ,Switzerland Francs            ,2021,9,26,0.9235,0.01089033
SOM       ,KYRGYZ SOM                    ,2021,9,26,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,26,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,9,26,1,0.011792453
USD       ,United States Dollars         ,2021,9,26,1,0.011792453
SOM       ,KYRGYZ SOM                    ,2021,9,25,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,25,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,9,25,1,0.011792453
USD       ,United States Dollars         ,2021,9,25,1,0.011792453
CHF       ,Switzerland Francs            ,2021,9,25,0.9242,0.010898585
AUD       ,Australia Dollars             ,2021,9,25,1.377,0.016238208
GBP       ,BRITISH POUND                 ,2021,9,25,0.7312,0.008622642
CND       ,CANADIAN DOLLAR               ,2021,9,25,1.2661,0.014930425
CND       ,Canadian Dollars              ,2021,9,25,1.2661,0.014930425
EU        ,EURO                          ,2021,9,25,0.8532,0.010061321
RR        ,RUSSIAN RUBLES                ,2021,9,25,72.516,0.855141509
USD       ,UNITED STATES DOLLAR          ,2021,9,25,1,0.011792453
USD       ,United States Dollars         ,2021,9,25,1,0.011792453
KZT       ,KAZAKHSTAN TENGE              ,2021,9,25,425.55,5.018278302
AUD       ,Australia Dollars             ,2021,9,25,1.377,0.016238208
CHF       ,Switzerland Francs            ,2021,9,25,0.9242,0.010898585
CND       ,CANADIAN DOLLAR               ,2021,9,25,1.2661,0.014930425
CND       ,Canadian Dollars              ,2021,9,25,1.2661,0.014930425
EU        ,EURO                          ,2021,9,25,0.8532,0.010061321
GBP       ,BRITISH POUND                 ,2021,9,25,0.7312,0.008622642
KZT       ,KAZAKHSTAN TENGE              ,2021,9,25,425.55,5.018278302
RR        ,RUSSIAN RUBLES                ,2021,9,25,72.516,0.855141509
SOM       ,KYRGYZ SOM                    ,2021,9,25,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,25,84.8,1
CHF       ,Switzerland Francs            ,2021,9,24,0.9245,0.010902123
AUD       ,Australia Dollars             ,2021,9,24,1.3698,0.016153302
CHF       ,Switzerland Francs            ,2021,9,24,0.9245,0.010902123
CND       ,CANADIAN DOLLAR               ,2021,9,24,1.2656,0.014924528
CND       ,Canadian Dollars              ,2021,9,24,1.2656,0.014924528
EU        ,EURO                          ,2021,9,24,0.8516,0.010042453
CND       ,CANADIAN DOLLAR               ,2021,9,24,1.2656,0.014924528
CND       ,Canadian Dollars              ,2021,9,24,1.2656,0.014924528
GBP       ,BRITISH POUND                 ,2021,9,24,0.7286,0.008591981
EU        ,EURO                          ,2021,9,24,0.8516,0.010042453
KZT       ,KAZAKHSTAN TENGE              ,2021,9,24,425.56,5.018396226
GBP       ,BRITISH POUND                 ,2021,9,24,0.7286,0.008591981
RR        ,RUSSIAN RUBLES                ,2021,9,24,72.698,0.857287736
KZT       ,KAZAKHSTAN TENGE              ,2021,9,24,425.56,5.018396226
SOM       ,KYRGYZ SOM                    ,2021,9,24,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,24,84.8,1
RR        ,RUSSIAN RUBLES                ,2021,9,24,72.698,0.857287736
USD       ,UNITED STATES DOLLAR          ,2021,9,24,1,0.011792453
USD       ,United States Dollars         ,2021,9,24,1,0.011792453
AUD       ,Australia Dollars             ,2021,9,24,1.3698,0.016153302
SOM       ,KYRGYZ SOM                    ,2021,9,24,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,24,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,9,24,1,0.011792453
USD       ,United States Dollars         ,2021,9,24,1,0.011792453
AUD       ,Australia Dollars             ,2021,9,23,1.3811,0.016286557
CHF       ,Switzerland Francs            ,2021,9,23,0.926,0.010919811
CND       ,CANADIAN DOLLAR               ,2021,9,23,1.2776,0.015066038
CND       ,Canadian Dollars              ,2021,9,23,1.2776,0.015066038
AUD       ,Australia Dollars             ,2021,9,23,1.3811,0.016286557
CHF       ,Switzerland Francs            ,2021,9,23,0.926,0.010919811
EU        ,EURO                          ,2021,9,23,0.8551,0.010083726
CND       ,CANADIAN DOLLAR               ,2021,9,23,1.2776,0.015066038
CND       ,Canadian Dollars              ,2021,9,23,1.2776,0.015066038
GBP       ,BRITISH POUND                 ,2021,9,23,0.734,0.00865566
EU        ,EURO                          ,2021,9,23,0.8551,0.010083726
KZT       ,KAZAKHSTAN TENGE              ,2021,9,23,425.74,5.020518868
GBP       ,BRITISH POUND                 ,2021,9,23,0.734,0.00865566
KZT       ,KAZAKHSTAN TENGE              ,2021,9,23,425.74,5.020518868
SOM       ,KYRGYZ SOM                    ,2021,9,23,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,23,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,9,23,1,0.011792453
USD       ,United States Dollars         ,2021,9,23,1,0.011792453
RR        ,RUSSIAN RUBLES                ,2021,9,23,72.956,0.860330189
SOM       ,KYRGYZ SOM                    ,2021,9,23,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,23,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,9,23,1,0.011792453
USD       ,United States Dollars         ,2021,9,23,1,0.011792453
RR        ,RUSSIAN RUBLES                ,2021,9,23,72.956,0.860330189
SOM       ,KYRGYZ SOM                    ,2021,9,22,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,22,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,9,22,1,0.011792453
USD       ,United States Dollars         ,2021,9,22,1,0.011792453
AUD       ,Australia Dollars             ,2021,9,22,1.3825,0.016303066
CHF       ,Switzerland Francs            ,2021,9,22,0.9237,0.010892689
AUD       ,Australia Dollars             ,2021,9,22,1.3825,0.016303066
CND       ,CANADIAN DOLLAR               ,2021,9,22,1.2821,0.015119104
CND       ,Canadian Dollars              ,2021,9,22,1.2821,0.015119104
CHF       ,Switzerland Francs            ,2021,9,22,0.9237,0.010892689
EU        ,EURO                          ,2021,9,22,0.8529,0.010057783
CND       ,CANADIAN DOLLAR               ,2021,9,22,1.2821,0.015119104
CND       ,Canadian Dollars              ,2021,9,22,1.2821,0.015119104
GBP       ,BRITISH POUND                 ,2021,9,22,0.732,0.008632075
EU        ,EURO                          ,2021,9,22,0.8529,0.010057783
KZT       ,KAZAKHSTAN TENGE              ,2021,9,22,426.32,5.027358491
GBP       ,BRITISH POUND                 ,2021,9,22,0.732,0.008632075
RR        ,RUSSIAN RUBLES                ,2021,9,22,73.019,0.861073113
KZT       ,KAZAKHSTAN TENGE              ,2021,9,22,426.32,5.027358491
SOM       ,KYRGYZ SOM                    ,2021,9,22,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,22,84.8,1
RR        ,RUSSIAN RUBLES                ,2021,9,22,73.019,0.861073113
USD       ,UNITED STATES DOLLAR          ,2021,9,22,1,0.011792453
USD       ,United States Dollars         ,2021,9,22,1,0.011792453
AUD       ,Australia Dollars             ,2021,9,21,1.3775,0.016244391
AUD       ,Australia Dollars             ,2021,9,21,1.3775,0.016244391
CHF       ,Switzerland Francs            ,2021,9,21,0.9281,0.010944769
CND       ,CANADIAN DOLLAR               ,2021,9,21,1.2812,0.015108758
CND       ,Canadian Dollars              ,2021,9,21,1.2812,0.015108758
CHF       ,Switzerland Francs            ,2021,9,21,0.9281,0.010944769
EU        ,EURO                          ,2021,9,21,0.8526,0.010054423
CND       ,CANADIAN DOLLAR               ,2021,9,21,1.2812,0.015108758
CND       ,Canadian Dollars              ,2021,9,21,1.2812,0.015108758
GBP       ,BRITISH POUND                 ,2021,9,21,0.7318,0.00862987
EU        ,EURO                          ,2021,9,21,0.8526,0.010054423
KZT       ,KAZAKHSTAN TENGE              ,2021,9,21,426.7,5.031928631
GBP       ,BRITISH POUND                 ,2021,9,21,0.7318,0.00862987
RR        ,RUSSIAN RUBLES                ,2021,9,21,73.384,0.865392666
KZT       ,KAZAKHSTAN TENGE              ,2021,9,21,426.7,5.031928631
SOM       ,KYRGYZ SOM                    ,2021,9,21,84.7985,1
SOM       ,Kyrgyz Soms                   ,2021,9,21,84.7985,1
RR        ,RUSSIAN RUBLES                ,2021,9,21,73.384,0.865392666
USD       ,UNITED STATES DOLLAR          ,2021,9,21,1,0.011792661
USD       ,United States Dollars         ,2021,9,21,1,0.011792661
SOM       ,KYRGYZ SOM                    ,2021,9,21,84.7985,1
SOM       ,Kyrgyz Soms                   ,2021,9,21,84.7985,1
USD       ,UNITED STATES DOLLAR          ,2021,9,21,1,0.011792661
USD       ,United States Dollars         ,2021,9,21,1,0.011792661
KZT       ,KAZAKHSTAN TENGE              ,2021,9,20,425.51,5.018043304
GBP       ,BRITISH POUND                 ,2021,9,20,0.7285,0.008591207
SOM       ,KYRGYZ SOM                    ,2021,9,20,84.7772,1
SOM       ,Kyrgyz Soms                   ,2021,9,20,84.7772,1
USD       ,UNITED STATES DOLLAR          ,2021,9,20,1,0.011795624
USD       ,United States Dollars         ,2021,9,20,1,0.011795624
SOM       ,KYRGYZ SOM                    ,2021,9,20,84.7772,1
SOM       ,Kyrgyz Soms                   ,2021,9,20,84.7772,1
USD       ,UNITED STATES DOLLAR          ,2021,9,20,1,0.011795624
USD       ,United States Dollars         ,2021,9,20,1,0.011795624
EU        ,EURO                          ,2021,9,20,0.8528,0.010057078
RR        ,RUSSIAN RUBLES                ,2021,9,20,72.759,0.858047549
AUD       ,Australia Dollars             ,2021,9,20,1.3765,0.016233077
CHF       ,Switzerland Francs            ,2021,9,20,0.9323,0.010994622
CND       ,CANADIAN DOLLAR               ,2021,9,20,1.2767,0.015056135
CND       ,Canadian Dollars              ,2021,9,20,1.2767,0.015056135
EU        ,EURO                          ,2021,9,20,0.8528,0.010057078
GBP       ,BRITISH POUND                 ,2021,9,20,0.7285,0.008591207
KZT       ,KAZAKHSTAN TENGE              ,2021,9,20,425.51,5.018043304
RR        ,RUSSIAN RUBLES                ,2021,9,20,72.759,0.858047549
CND       ,CANADIAN DOLLAR               ,2021,9,20,1.2767,0.015056135
CND       ,Canadian Dollars              ,2021,9,20,1.2767,0.015056135
CHF       ,Switzerland Francs            ,2021,9,20,0.9323,0.010994622
AUD       ,Australia Dollars             ,2021,9,20,1.3765,0.016233077
CND       ,CANADIAN DOLLAR               ,2021,9,19,1.2761,0.015049059
CND       ,Canadian Dollars              ,2021,9,19,1.2761,0.015049059
AUD       ,Australia Dollars             ,2021,9,19,1.3763,0.016230718
CHF       ,Switzerland Francs            ,2021,9,19,0.9323,0.010994622
EU        ,EURO                          ,2021,9,19,0.8528,0.010057078
GBP       ,BRITISH POUND                 ,2021,9,19,0.7278,0.008582952
RR        ,RUSSIAN RUBLES                ,2021,9,19,72.882,0.85949809
SOM       ,KYRGYZ SOM                    ,2021,9,19,84.7772,1
SOM       ,Kyrgyz Soms                   ,2021,9,19,84.7772,1
AUD       ,Australia Dollars             ,2021,9,19,1.3763,0.016230718
USD       ,UNITED STATES DOLLAR          ,2021,9,19,1,0.011795624
USD       ,United States Dollars         ,2021,9,19,1,0.011795624
CHF       ,Switzerland Francs            ,2021,9,19,0.9323,0.010994622
CND       ,CANADIAN DOLLAR               ,2021,9,19,1.2761,0.015049059
CND       ,Canadian Dollars              ,2021,9,19,1.2761,0.015049059
EU        ,EURO                          ,2021,9,19,0.8528,0.010057078
GBP       ,BRITISH POUND                 ,2021,9,19,0.7278,0.008582952
KZT       ,KAZAKHSTAN TENGE              ,2021,9,19,425.61,5.019222605
RR        ,RUSSIAN RUBLES                ,2021,9,19,72.882,0.85949809
SOM       ,KYRGYZ SOM                    ,2021,9,19,84.7772,1
SOM       ,Kyrgyz Soms                   ,2021,9,19,84.7772,1
USD       ,UNITED STATES DOLLAR          ,2021,9,19,1,0.011795624
USD       ,United States Dollars         ,2021,9,19,1,0.011795624
KZT       ,KAZAKHSTAN TENGE              ,2021,9,19,425.61,5.019222605
KZT       ,KAZAKHSTAN TENGE              ,2021,9,18,425.61,5.019222605
AUD       ,Australia Dollars             ,2021,9,18,1.3763,0.016230718
RR        ,RUSSIAN RUBLES                ,2021,9,18,72.882,0.85949809
USD       ,UNITED STATES DOLLAR          ,2021,9,18,1,0.011795624
USD       ,United States Dollars         ,2021,9,18,1,0.011795624
AUD       ,Australia Dollars             ,2021,9,18,1.3763,0.016230718
CHF       ,Switzerland Francs            ,2021,9,18,0.9322,0.010993443
CND       ,CANADIAN DOLLAR               ,2021,9,18,1.2769,0.015058493
CND       ,Canadian Dollars              ,2021,9,18,1.2769,0.015058493
EU        ,EURO                          ,2021,9,18,0.8529,0.010058257
GBP       ,BRITISH POUND                 ,2021,9,18,0.7278,0.008582952
KZT       ,KAZAKHSTAN TENGE              ,2021,9,18,425.61,5.019222605
RR        ,RUSSIAN RUBLES                ,2021,9,18,72.882,0.85949809
SOM       ,KYRGYZ SOM                    ,2021,9,18,84.7772,1
SOM       ,Kyrgyz Soms                   ,2021,9,18,84.7772,1
USD       ,UNITED STATES DOLLAR          ,2021,9,18,1,0.011795624
USD       ,United States Dollars         ,2021,9,18,1,0.011795624
GBP       ,BRITISH POUND                 ,2021,9,18,0.7278,0.008582952
SOM       ,KYRGYZ SOM                    ,2021,9,18,84.7772,1
SOM       ,Kyrgyz Soms                   ,2021,9,18,84.7772,1
CHF       ,Switzerland Francs            ,2021,9,18,0.9322,0.010993443
CND       ,CANADIAN DOLLAR               ,2021,9,18,1.2769,0.015058493
CND       ,Canadian Dollars              ,2021,9,18,1.2769,0.015058493
EU        ,EURO                          ,2021,9,18,0.8529,0.010058257
SOM       ,KYRGYZ SOM                    ,2021,9,17,84.796,1
SOM       ,Kyrgyz Soms                   ,2021,9,17,84.796,1
USD       ,UNITED STATES DOLLAR          ,2021,9,17,1,0.011793009
USD       ,United States Dollars         ,2021,9,17,1,0.011793009
AUD       ,Australia Dollars             ,2021,9,17,1.3707,0.016164678
CHF       ,Switzerland Francs            ,2021,9,17,0.9278,0.010941554
AUD       ,Australia Dollars             ,2021,9,17,1.3707,0.016164678
CND       ,CANADIAN DOLLAR               ,2021,9,17,1.2681,0.014954715
CND       ,Canadian Dollars              ,2021,9,17,1.2681,0.014954715
CHF       ,Switzerland Francs            ,2021,9,17,0.9278,0.010941554
EU        ,EURO                          ,2021,9,17,0.85,0.010024058
CND       ,CANADIAN DOLLAR               ,2021,9,17,1.2681,0.014954715
CND       ,Canadian Dollars              ,2021,9,17,1.2681,0.014954715
GBP       ,BRITISH POUND                 ,2021,9,17,0.7248,0.008547573
EU        ,EURO                          ,2021,9,17,0.85,0.010024058
KZT       ,KAZAKHSTAN TENGE              ,2021,9,17,425.59,5.018986745
GBP       ,BRITISH POUND                 ,2021,9,17,0.7248,0.008547573
RR        ,RUSSIAN RUBLES                ,2021,9,17,72.491,0.854887023
KZT       ,KAZAKHSTAN TENGE              ,2021,9,17,425.59,5.018986745
SOM       ,KYRGYZ SOM                    ,2021,9,17,84.796,1
SOM       ,Kyrgyz Soms                   ,2021,9,17,84.796,1
RR        ,RUSSIAN RUBLES                ,2021,9,17,72.491,0.854887023
USD       ,UNITED STATES DOLLAR          ,2021,9,17,1,0.011793009
USD       ,United States Dollars         ,2021,9,17,1,0.011793009
SOM       ,KYRGYZ SOM                    ,2021,9,16,84.796,1
SOM       ,Kyrgyz Soms                   ,2021,9,16,84.796,1
USD       ,UNITED STATES DOLLAR          ,2021,9,16,1,0.011793009
USD       ,United States Dollars         ,2021,9,16,1,0.011793009
AUD       ,Australia Dollars             ,2021,9,16,1.362,0.016062078
CHF       ,Switzerland Francs            ,2021,9,16,0.9197,0.01084603
AUD       ,Australia Dollars             ,2021,9,16,1.362,0.016062078
CND       ,CANADIAN DOLLAR               ,2021,9,16,1.2621,0.014883957
CND       ,Canadian Dollars              ,2021,9,16,1.2621,0.014883957
CHF       ,Switzerland Francs            ,2021,9,16,0.9197,0.01084603
EU        ,EURO                          ,2021,9,16,0.846,0.009976886
CND       ,CANADIAN DOLLAR               ,2021,9,16,1.2621,0.014883957
CND       ,Canadian Dollars              ,2021,9,16,1.2621,0.014883957
GBP       ,BRITISH POUND                 ,2021,9,16,0.7219,0.008513373
EU        ,EURO                          ,2021,9,16,0.846,0.009976886
KZT       ,KAZAKHSTAN TENGE              ,2021,9,16,426.24,5.026652201
GBP       ,BRITISH POUND                 ,2021,9,16,0.7219,0.008513373
RR        ,RUSSIAN RUBLES                ,2021,9,16,72.28,0.852398698
KZT       ,KAZAKHSTAN TENGE              ,2021,9,16,426.24,5.026652201
SOM       ,KYRGYZ SOM                    ,2021,9,16,84.796,1
SOM       ,Kyrgyz Soms                   ,2021,9,16,84.796,1
RR        ,RUSSIAN RUBLES                ,2021,9,16,72.28,0.852398698
USD       ,UNITED STATES DOLLAR          ,2021,9,16,1,0.011793009
USD       ,United States Dollars         ,2021,9,16,1,0.011793009
SOM       ,KYRGYZ SOM                    ,2021,9,15,84.7992,1
SOM       ,Kyrgyz Soms                   ,2021,9,15,84.7992,1
USD       ,UNITED STATES DOLLAR          ,2021,9,15,1,0.011792564
USD       ,United States Dollars         ,2021,9,15,1,0.011792564
AUD       ,Australia Dollars             ,2021,9,15,1.3661,0.016109822
AUD       ,Australia Dollars             ,2021,9,15,1.3661,0.016109822
CHF       ,Switzerland Francs            ,2021,9,15,0.9201,0.010850338
CND       ,CANADIAN DOLLAR               ,2021,9,15,1.2693,0.014968302
CND       ,Canadian Dollars              ,2021,9,15,1.2693,0.014968302
CHF       ,Switzerland Francs            ,2021,9,15,0.9201,0.010850338
EU        ,EURO                          ,2021,9,15,0.8473,0.00999184
CND       ,CANADIAN DOLLAR               ,2021,9,15,1.2693,0.014968302
CND       ,Canadian Dollars              ,2021,9,15,1.2693,0.014968302
GBP       ,BRITISH POUND                 ,2021,9,15,0.7243,0.008541354
EU        ,EURO                          ,2021,9,15,0.8473,0.00999184
KZT       ,KAZAKHSTAN TENGE              ,2021,9,15,426.23,5.026344588
GBP       ,BRITISH POUND                 ,2021,9,15,0.7243,0.008541354
RR        ,RUSSIAN RUBLES                ,2021,9,15,72.831,0.858864235
KZT       ,KAZAKHSTAN TENGE              ,2021,9,15,426.23,5.026344588
SOM       ,KYRGYZ SOM                    ,2021,9,15,84.7992,1
SOM       ,Kyrgyz Soms                   ,2021,9,15,84.7992,1
RR        ,RUSSIAN RUBLES                ,2021,9,15,72.831,0.858864235
USD       ,UNITED STATES DOLLAR          ,2021,9,15,1,0.011792564
USD       ,United States Dollars         ,2021,9,15,1,0.011792564
KZT       ,KAZAKHSTAN TENGE              ,2021,9,14,426.49,5.029363208
AUD       ,Australia Dollars             ,2021,9,14,1.357,0.016002358
CHF       ,Switzerland Francs            ,2021,9,14,0.9222,0.010875
CND       ,CANADIAN DOLLAR               ,2021,9,14,1.2648,0.014915094
CND       ,Canadian Dollars              ,2021,9,14,1.2648,0.014915094
EU        ,EURO                          ,2021,9,14,0.8467,0.00998467
GBP       ,BRITISH POUND                 ,2021,9,14,0.7226,0.008521226
KZT       ,KAZAKHSTAN TENGE              ,2021,9,14,426.49,5.029363208
RR        ,RUSSIAN RUBLES                ,2021,9,14,72.679,0.857063679
SOM       ,KYRGYZ SOM                    ,2021,9,14,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,14,84.8,1
RR        ,RUSSIAN RUBLES                ,2021,9,14,72.679,0.857063679
USD       ,UNITED STATES DOLLAR          ,2021,9,14,1,0.011792453
USD       ,United States Dollars         ,2021,9,14,1,0.011792453
SOM       ,KYRGYZ SOM                    ,2021,9,14,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,14,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,9,14,1,0.011792453
USD       ,United States Dollars         ,2021,9,14,1,0.011792453
EU        ,EURO                          ,2021,9,14,0.8467,0.00998467
GBP       ,BRITISH POUND                 ,2021,9,14,0.7226,0.008521226
CND       ,CANADIAN DOLLAR               ,2021,9,14,1.2648,0.014915094
CND       ,Canadian Dollars              ,2021,9,14,1.2648,0.014915094
AUD       ,Australia Dollars             ,2021,9,14,1.357,0.016002358
CHF       ,Switzerland Francs            ,2021,9,14,0.9222,0.010875
USD       ,UNITED STATES DOLLAR          ,2021,9,13,1,0.011792453
USD       ,United States Dollars         ,2021,9,13,1,0.011792453
SOM       ,KYRGYZ SOM                    ,2021,9,13,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,13,84.8,1
AUD       ,Australia Dollars             ,2021,9,13,1.3576,0.016009434
AUD       ,Australia Dollars             ,2021,9,13,1.3576,0.016009434
CHF       ,Switzerland Francs            ,2021,9,13,0.9181,0.010826651
CND       ,CANADIAN DOLLAR               ,2021,9,13,1.2684,0.014957547
CND       ,Canadian Dollars              ,2021,9,13,1.2684,0.014957547
CHF       ,Switzerland Francs            ,2021,9,13,0.9181,0.010826651
EU        ,EURO                          ,2021,9,13,0.8241,0.00971816
CND       ,CANADIAN DOLLAR               ,2021,9,13,1.2684,0.014957547
CND       ,Canadian Dollars              ,2021,9,13,1.2684,0.014957547
GBP       ,BRITISH POUND                 ,2021,9,13,0.7228,0.008523585
EU        ,EURO                          ,2021,9,13,0.8241,0.00971816
KZT       ,KAZAKHSTAN TENGE              ,2021,9,13,426.4,5.028301887
GBP       ,BRITISH POUND                 ,2021,9,13,0.7228,0.008523585
RR        ,RUSSIAN RUBLES                ,2021,9,13,73.138,0.862476415
KZT       ,KAZAKHSTAN TENGE              ,2021,9,13,426.4,5.028301887
SOM       ,KYRGYZ SOM                    ,2021,9,13,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,13,84.8,1
RR        ,RUSSIAN RUBLES                ,2021,9,13,73.138,0.862476415
USD       ,UNITED STATES DOLLAR          ,2021,9,13,1,0.011792453
USD       ,United States Dollars         ,2021,9,13,1,0.011792453
USD       ,UNITED STATES DOLLAR          ,2021,9,12,1,0.011792453
USD       ,United States Dollars         ,2021,9,12,1,0.011792453
AUD       ,Australia Dollars             ,2021,9,12,1.3573,0.016005896
CHF       ,Switzerland Francs            ,2021,9,12,0.9167,0.010810142
SOM       ,KYRGYZ SOM                    ,2021,9,12,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,12,84.8,1
AUD       ,Australia Dollars             ,2021,9,12,1.3573,0.016005896
CHF       ,Switzerland Francs            ,2021,9,12,0.9167,0.010810142
CND       ,CANADIAN DOLLAR               ,2021,9,12,1.2663,0.014932783
CND       ,Canadian Dollars              ,2021,9,12,1.2663,0.014932783
EU        ,EURO                          ,2021,9,12,0.8458,0.009974057
RR        ,RUSSIAN RUBLES                ,2021,9,12,72.932,0.86004717
GBP       ,BRITISH POUND                 ,2021,9,12,0.7227,0.008522406
CND       ,CANADIAN DOLLAR               ,2021,9,12,1.2663,0.014932783
CND       ,Canadian Dollars              ,2021,9,12,1.2663,0.014932783
EU        ,EURO                          ,2021,9,12,0.8458,0.009974057
KZT       ,KAZAKHSTAN TENGE              ,2021,9,12,426.55,5.030070755
GBP       ,BRITISH POUND                 ,2021,9,12,0.7227,0.008522406
KZT       ,KAZAKHSTAN TENGE              ,2021,9,12,426.55,5.030070755
RR        ,RUSSIAN RUBLES                ,2021,9,12,72.932,0.86004717
SOM       ,KYRGYZ SOM                    ,2021,9,12,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,12,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,9,12,1,0.011792453
USD       ,United States Dollars         ,2021,9,12,1,0.011792453
KZT       ,KAZAKHSTAN TENGE              ,2021,9,11,426.55,5.030070755
USD       ,UNITED STATES DOLLAR          ,2021,9,11,1,0.011792453
USD       ,United States Dollars         ,2021,9,11,1,0.011792453
GBP       ,BRITISH POUND                 ,2021,9,11,0.7227,0.008522406
RR        ,RUSSIAN RUBLES                ,2021,9,11,72.932,0.86004717
EU        ,EURO                          ,2021,9,11,0.8458,0.009974057
SOM       ,KYRGYZ SOM                    ,2021,9,11,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,11,84.8,1
GBP       ,BRITISH POUND                 ,2021,9,11,0.7227,0.008522406
CND       ,CANADIAN DOLLAR               ,2021,9,11,1.2663,0.014932783
CND       ,Canadian Dollars              ,2021,9,11,1.2663,0.014932783
KZT       ,KAZAKHSTAN TENGE              ,2021,9,11,426.55,5.030070755
RR        ,RUSSIAN RUBLES                ,2021,9,11,72.932,0.86004717
CHF       ,Switzerland Francs            ,2021,9,11,0.9167,0.010810142
AUD       ,Australia Dollars             ,2021,9,11,1.3573,0.016005896
EU        ,EURO                          ,2021,9,11,0.8458,0.009974057
CND       ,CANADIAN DOLLAR               ,2021,9,11,1.2663,0.014932783
CND       ,Canadian Dollars              ,2021,9,11,1.2663,0.014932783
USD       ,UNITED STATES DOLLAR          ,2021,9,11,1,0.011792453
USD       ,United States Dollars         ,2021,9,11,1,0.011792453
AUD       ,Australia Dollars             ,2021,9,11,1.3573,0.016005896
CHF       ,Switzerland Francs            ,2021,9,11,0.9167,0.010810142
SOM       ,KYRGYZ SOM                    ,2021,9,11,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,11,84.8,1
RR        ,RUSSIAN RUBLES                ,2021,9,10,72.932,0.86004717
EU        ,EURO                          ,2021,9,10,0.8458,0.009974057
KZT       ,KAZAKHSTAN TENGE              ,2021,9,10,426.55,5.030070755
RR        ,RUSSIAN RUBLES                ,2021,9,10,72.932,0.86004717
KZT       ,KAZAKHSTAN TENGE              ,2021,9,10,426.55,5.030070755
SOM       ,KYRGYZ SOM                    ,2021,9,10,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,9,10,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,9,10,1,0.011792453
USD       ,United States Dollars         ,2021,9,10,1,0.011792453
USD       ,UNITED STATES DOLLAR          ,2021,9,10,1,0.011792453
USD       ,United States Dollars         ,2021,9,10,1,0.011792453
AUD       ,Australia Dollars             ,2021,9,10,1.3573,0.016005896
